GHG ID No. / No d'identification de GES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company Business Number / Numéro d'entreprise de la société déclarante,DUNS Number / Numéro DUNS,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,CO2 (tonnes),CO2 (tonnes CO2e / tonnes éq. CO2),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes), HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2),Monitoring or Direct Measurement / Surveillance ou mesure directe,Mass Balance / Bilan massique,Emission Factors / Facteurs d'émission,Engineering Estimates / Calculs techniques
G10038,2017,"TransCanada Pipeline, Saskatchewan",0    ,Burstall,Saskatchewan,S0N0H0,,,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,TransCanada PipeLines Ltd.,TransCanada PipeLines Ltd.,105345904,,,,,,,    ,,,,522978.3599,522978.3599,592.005,14800.125,23.6323,7042.4254,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,544820.9103,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10039,2017,Cabot Canada Limited, 800 Tashmoo Avenue ,Sarnia,Ontario,N7T7N4,42.94370,-82.41530,5808,325189,All Other Basic Inorganic Chemical Mfg.,Fab. tous les autres prod. chim. inorg. de base,Cabot Canada Limited,Cabot Canada Limited,100713460,,Anna Chmielinski,Environmental Specialist,5193398280,,anna.chmielinski@cabotcorp.com, 800 Tashmoo  Avenue ,Sarnia,Ontario,n7t4n4,203381.86,203381.86,0.052,1.3,0.047,14.006,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,203397.166,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10040,2017,Calgary Energy Centre, 14417 68 Street Northeast,Calgary,Alberta,T3N1C6,51.18058,113.93660,15740,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Calgary Energy Centre No. 2 Inc.,Calgary Energy Centre No. 2 Inc,863121042,,Dave Reid,Environment Specialist,4035143431,,dreid@enmax.com, 141 50 Avenue Southeast,Calgary,Alberta,T2G 4S7,433149.7228,433149.7228,110.6518,2766.295,11.07,3298.86,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,439214.8778,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10042,2017,Calstock Power Plant,  11 Highway North,Hearst,Ontario,P0L1N0,49.05770,-81.03020,10403,221119,Other Electric Power Generation,Autres activités de production d'électricité,Atlantic Power LP,,970401329,,Ryan Forget,GM - Ontario Gas Plants,7058406052,,rforget@atlanticpower.com, 4001 11 Highway North,North Bay,Ontario,P1B 8G3,18903.73,18903.73,73.51192,1837.798,9.644,2873.912,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,23615.44,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10043,2017,Northern Lime Limited, 17 Highway 17 Highway East,Blind River,Ontario,P0R1B0,46.1982,-82.6989,10138,327410,Lime Mfg.,Fabrication de chaux,Carmeuse Lime Canada,Carmeuse Lime,817776008,,christopher martin,Regional environmental Manager,5194236283,273,christopher.martin@carmeusena.com, 6 County Road Road ,Ingersoll,Ontario,n5c3k5,131939.44,131939.44,0.771,19.275,0.429,127.842,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,132086.557,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10045,2017,Cancarb Ltd., 1702 Brier Park Crescent Northwest,Medicine Hat,Alberta,T1C1T9,50.0582,-110.7282,5357,325189,All Other Basic Inorganic Chemical Mfg.,Fab. tous les autres prod. chim. inorg. de base,Cancarb Ltd.,Cancarb Ltd.,100779305,208308130,Robert Nichols,Plant Manager,4035294303,,robert_nichols@cancarb.com, 1702 Brier Park Crescent Northwest,Medicine Hat,Alberta,T1C 1T9,143083.5326,143083.5326,13.0187,325.4675,1.2289,366.2122,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,0.000152,3.4656,143778.6779,Applicable,Applicable,Applicable,Applicable
G10046,2017,"TransCanada Pipeline, Alberta System",    ,Fairview,Alberta,T0H1L0,,,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Nova Gas Transmission Ltd.,Nova Gas Transmission Ltd.,103947180,,,,,,,    ,,,,2944142.318,2944142.318,15008.3047,375207.6175,74.5004,22201.1192,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,3341551.055,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10047,2017,Cardinal Power, 170 Henry Street ,Cardinal,Ontario,K0E1E0,44.78460,-75.37730,4480,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,"Cardinal Power of Canada, L.P.",Cardinal Power,133469262,,Keith  Peddle,General Manager,6136571400,25,kpeddle@capstoneinfra.com, 170 Henry Street ,Cardinal,Ontario,K0E1E0,53129.65077,53129.65077,13.84959,346.23975,0.415,123.67,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,53599.56052,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10048,2017,Cariboo Pulp and Paper Company, 50 North Star Road ,Quesnel,British Columbia,V2J3J6,53.00000,-122.45830,479,322112,Chemical Pulp Mills,Usines de pâte chimique,Cariboo Pulp and Paper Company,Cariboo Pulp,105614721,205756570,Patrick Hagerty,Environmental Coordinator,2509910735,,pat.hagerty@westfraser.com,    ,Quesnel,British Columbia,V2J 3J6,107700,107700,127.42323,3185.58075,31.86721,9496.42858,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,120382.0093,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10049,2017,Caribou North Comp Stn 11-08,0    ,Bonnyville,Alberta,T9N2H4,55.04730,-110.57780,16687,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,,Chelsea Goral,Environmental Air Analyst,4037663553,,chelsea.goral@cenovus.com, 500 Centre Street Southeast,Calgary,Alberta,T2P0M5,18488.7936,18488.7936,317.4964,7937.41,0.441,131.418,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,26557.6216,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10050,2017,Dundas Operations, 600 highway # 5 Highway West,Dundas,Ontario,L9H3S9,43.3521,-79.8679,10139,327410,Lime Mfg.,Fabrication de chaux,Carmeuse Lime Canada,Carmeuse Lime,817776008,,christopher martin,Regional environmental Manager,5194236283,273,christopher.martin@carmeusena.com, 6 County Road Road ,Ingersoll,Ontario,n5c3k5,475649.54,475649.54,0.1672,4.18,0.13283,39.58334,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,475693.3033,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10051,2017,Beachville Operation, 374681 Oxford County 6 Road ,Ingersoll,Ontario,N5C3K5,43.0687,-80.858,10140,327410,Lime Mfg.,Fabrication de chaux,Carmeuse Lime Canada,Carmeuse Lime,817776008,,christopher martin,Regional environmental Manager,5194237016,273,christopher.martin@carmeusena.com, 6 County Road Road ,Ingersoll,Ontario,n5c3k5,425605,425605,2.3003,57.5075,1.9251,573.6798,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,426236.1873,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10052,2017,Carol Project, 2 Avalon Street ,Labrador City,Newfoundland and Labrador,A2V2V6,52.95650,-66.89360,5013,212210,Iron Ore Mining,Extraction de minerais de fer,Iron Ore Company of Canada,,102529906,,Joanne LaCour,Data Mtg. & Reporting Administrator - Environment,7099448400,8536,Joanne.Lacour@ironore.ca, 2 Avalon Drive ,Labrador City,Newfoundland and Labrador,A2V 2V6,988950.67,988950.67,20.4623,511.5575,10.7508,3203.7384,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,992665.9659,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10053,2017,Carseland Nitrogen Operations, 26501 221 Township Road ,Carseland,Alberta,T0J0M0,50.845,-113.591,3269,325313,Chemical Fertilizer (except Potash) Mfg.,Fabrication d'engrais chimiques (sauf potasse),Agrium Inc.,Agrium,134436260,,,,,,,    ,,,,585234.4356,585234.4356,1415.1896,35379.74,6.8214,2032.7772,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,622646.9528,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10054,2017,Carseland Power Plant,0    ,Carseland,Alberta,T0J 0M0,50.90123,-113.39283,6700,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,TransCanada Energy Ltd.,TransCanada Energy Ltd.,887168482,,,,,,,    ,,,,313982.889,313982.889,21.6313,540.7825,8.0606,2402.0588,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,316925.7303,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10055,2017,Carseland Works,264077 221 TWP RD  ,Carseland,Alberta,T0J0M0,50.84670,-113.58117,2857,325313,Chemical Fertilizer (except Potash) Mfg.,Fabrication d'engrais chimiques (sauf potasse),Orica Canada Inc.,Orica Canada Inc,885739920,,Patrick Jeanson,Site Director,4039362225,,patrick.jeanson@orica.com,    ,Carseland,Alberta,T0J0M0,565.7758,565.7758,0.4555,11.3875,468.3266,139561.3268,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,140138.4901,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10057,2017,Ingredion Canada Incorporated - London Plant, 1100 Green Valley Road ,London,Ontario,N6N1E3,42.92170,-81.19420,485,311221,Wet Corn Milling,Mouture humide du maïs,Ingredion Canada Corporation,Ingredion Canada Corporation,870005030,,David Wilcox,Plant Manager,5196804401,,David.Wilcox@ingredion.com, 1100  Green Valley Road ,London,Ontario,N6N1E3,121650.89,121650.89,2.4106,60.265,2.1519,641.2662,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,122352.4212,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10058,2017,Cavalier Energy Centre,0    ,Strathmore,Alberta,T1P1K3,51.00560,-113.17160,6633,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,ENMAX Cavalier GP Inc.                                                ,,812437770,,Dave Reid,Environment Specialist,4035143431,,dreid@enmax.com, 141 50 Avenue Southeast,Calgary,Alberta,T2G 4S7,200867.7631,200867.7631,17.848405,446.210125,4.9304,1469.2592,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,202783.2324,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10059,2017,Cavendish Farms, 25532 #2 Highway ,New Annan,Prince Edward Island,C1N4J9,46.42220,-63.67900,4875,311410,Frozen Food Mfg.,Fabrication d'aliments congelés,Cavendish Farms Corporation,Cavendish Farms Corporation,898367743,,Edward VanderVelden,WWTP & BioGas Facility Manager,9028367168,,vandervelden.edward@cavendishfarms.com, 25532 main highway#2 Highway ,Summerside,Prince Edward Island,C1N 5J5,57716.01,57716.01,2.44,61,1.13,336.74,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,58113.75,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10060,2017,Co-op Refinery Complex, 550 East 9th Avenue North,Regina,Saskatchewan,S4P 3A1,50.48430,-104.57940,4048,324110,Petroleum Refineries,Raffineries de pétrole,Consumers' Co-operative Refineries Limited,Consumers' Co-operative Refineries Limited,101126431,,Kendi Young,Environmental Affairs Supervisor,3067194282,,Kendi.Young@fcl.crs,    ,Regina,Saskatchewan,S4P3A1,1740419,1740419,51.05,1276.25,34.41,10254.18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,1751949.43,Applicable,Applicable,Applicable,Applicable
G10061,2017,Centrale de Cap-aux-Meules, 1034 de la Vernière Road ,"Cap-aux-Meules, Îles-de-la-Madeleine",Quebec,G4T1R3,47.37430,-61.88580,6130,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Hydro-Québec,Hydro-Québec,119445775,207262296,,,,,,    ,,,,127358,127358,1.485,37.125,2.593,772.714,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,128167.839,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10064,2017,Chimie Parachem s.e.c, 3500 Broadway Street ,Montréal-Est,Quebec,H1B5B4,45.63240,-73.52440,4569,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,Chimie Parachem s.e.c,Chimie ParaChem s.e.c,143680338,,André Brunelle,Directeur général,5146402217,,andre.brunelle@parachem.ca, 3500 Broadway Street ,Montréal-Est,Quebec,H1B5B4,233059.217,233059.217,3.02669,75.66725,2.741551,816.982198,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,233951.8664,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10065,2017,Christina Lake SAGD Bitumen Battery,0    ,Lac La Biche,Alberta,T0P1J0,55.58270,-110.88880,6625,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,"Cenovus FCCL Ltd., as operator for FCCL Partnership",Cenovus FCCL Ltd.,837937366,,Chelsea Goral,Environmental Air Analyst,4037663553,,chelsea.goral@cenovus.com, 500 Centre Street Southeast,Calgary,Alberta,T2P0M5,3120214.807,3120214.807,540.6673,13516.6825,24.1005,7181.949,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,3140913.438,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10066,2017,Cimenterie de Saint-Basile, 145 du Centenaire Boulevard ,Saint-Basile,Quebec,G0A3G0,46.7447,-71.8126,5548,327310,Cement Mfg.,Fabrication de ciment,Ciment Québec inc.,Ciment Québec Inc.,135694966,,Marc Brousseau,Chef - Services de l'Environnement,4183292100,3278,mbrousseau@cqi.ca, 145 du Centenaire Boulevard ,St-Basile,Quebec,G0A3G0,704613,704613,2.5785,64.4625,2.9268,872.1864,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,705549.6489,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10067,2017,Cimenterie de Saint-Constant, 1 Lafarge Road ,Saint-Constant,Quebec,J5A2G4,45.3401,-73.52367,5474,327310,Cement Mfg.,Fabrication de ciment,Lafarge Canada Inc.,Lafarge Canada,102930856,243222671,Karla Ekdom-Delorme,Environment coordinator,4388687544,316,karla.ekdom-delorme@lafarge-na.com, 1 Lafarge Road ,St-Constant,Quebec,J5A2G4,718704.9702,718704.9702,7.2944,182.36,2.4208,721.3984,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,719608.7286,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10068,2017,Electric Utility - Generation, 1502 Powerhouse Road ,Medicine Hat,Alberta,T1A8E6,50.04092,-110.72190,6576,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,City of Medicine Hat,City of Medicine Hat,121408967,,Brian Strandlund,Utilities Manager,4039526426,,bristr@medicinehat.ca,580  First Street SE Street ,Medicine Hat,Alberta,T1A 8E6,370748.3985,370748.3985,267.3684,6684.21,9.4112,2804.5376,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,380237.1461,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10069,2017,Clover Bar Energy Centre, 1515 130th Avenue ,Edmonton,Alberta,T6S1E3,53.58740,-113.36470,23368,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Capital Power (Alberta) Limited Partnership,,828403964,,,,,,,    ,,,,145606.8791,145606.8791,35.7362,893.405,3.5736,1064.9328,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,147565.2169,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10070,2017,Coal Mountain Operations,0 2261 Corbin Road ,Sparwood,British Columbia,V0B2G0,49.50941,-114.65158,6674,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Teck Coal Limited,Teck Coal Limited,896234606,205124261,Chris Adachi,"Manager, Sustainability & Climate Change",6046994093,0,chris.adachi@teck.com,3300 550 Burrard Street ,Vancouver,British Columbia,V6C0B3,48306.9601,48306.9601,2340.9396,58523.49,4.340798,1293.557804,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,108124.0079,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10071,2017,Cochrane Extraction Plant, 262145 Range Road 43  ,Cochrane,Alberta,T4C 1A4,51.22250,-114.49560,5248,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Inter Pipeline Ltd.,Inter Pipeline Ltd.,861863025,,Michelle Dawson,"Director, Public & Regulatory Affairs",4032902643,0,Michelle.Dawson@interpipelinefund.com,3200 215 2 Street Southwest,Calgary,Alberta,T2P 1M4,410146.9103,410146.9103,186.2995,4657.4875,9.135,2722.23,,0,,0,0.2275,796.25,,0,0.2275,1016.925,,0,,0,,0,,0,,0,,0,,0,,0,1813.175,,0,,0,,0,,0,,0,,0,,0,0,,0,419339.8028,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10073,2017,Cold Lake,    ,Grande Centre,Alberta,T0A1T0,54.59640,-110.39500,442,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Imperial Oil Resources Limited,Imperial Oil Resources Limited,890235856,240164582,Moniz Mukto,Environmental and Regulatory Advisor,5874762443,,moniz.mukto@esso.ca, 505 Quarry Park Boulevard Southeast,Calgary,Alberta,T2C 5N1,5571407.041,5571407.041,1083.343706,27083.59265,103.674777,30895.08355,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,5629385.717,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10074,2017,Coleson Cove Generating Station, 4077 King William Road ,Saint John,New Brunswick,E2M7T7,45.15340,-66.20250,1696,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,New Brunswick Power Corporation,NB Power,119246921,,Jim Samms,Environment and Emergency Planning,5064583756,,jsamms@nbpower.com, 515 King Street ,Fredericton,New Brunswick,E3B 4X1,350269,350269,3.12,78,5.87,1749.26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,352096.26,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10075,2017,Chatham, 275 Bloomfield Road ,Chatham,Ontario,N7M5J5,42.38390,-82.22180,5739,325190,Other Basic Organic Chemical Mfg.,Fab. d'autres produits chim. organiques de base,Greenfield Global Inc.,Greenfield Specialty Alcohols Inc.,130336852,,,,,,,    ,,,,154586.2,154586.2,3.029,75.725,2.866,854.068,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,155515.993,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10076,2017,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy, 1625 Marie-Victorin  ,Sorel-Tracy,Quebec,J3R1M6,46.0475,-73.13778,4806,331110,Iron & Steel Mills & Ferro-Alloy Mfg.,Sidérurgie,Rio Tinto Fer et Titane inc.,,890267776,,Valérie Fortin,"Chef de service, Santé-Sécurité-Environnement",4507463000,6118,Valerie.Fortin@riotinto.com, 1625 Marie-Victorin Boulevard ,Sorel-Tracy,Quebec,J3R 1M6,977766,977766,5.7,142.5,8,2384,,0,0.1,67.5,0.2,700,0.08,114.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,881.9,,0,,0,,0,,0,,0,,0,,0,0,,0,981174.4,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10077,2017,Copper Cliff Nickel Refinery, 175 Industrial Road ,Copper Cliff,Ontario,P0M1N0,46.44520,-81.08460,1467,331410,Non-Ferrous (except Al) Smelting & Refining,Fonte & affinage métaux non ferreux (sauf Al),Vale Canada Limited,Vale Canada Limited,102475084,200429306,Mary Dubel,Superintendent - Environment,7056825563,,mary.dubel@vale.com,General Engineering Building 337 Power Street ,Copper Cliff,Ontario,P0M1N0,114367.92,114367.92,1.70826,42.7065,1.53868,458.52664,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,114869.1531,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10078,2017,Copper Cliff Smelter, 18 Rink Street ,Copper Cliff,Ontario,P0M1N0,46.47860,-81.05530,444,331410,Non-Ferrous (except Al) Smelting & Refining,Fonte & affinage métaux non ferreux (sauf Al),Vale Canada Limited,Vale Canada Limited,102475084,200429306,Mary Dubel,Superintendent - Environment,7056825563,,mary.dubel@vale.com,General Engineering Building 337 Power Street ,Copper Cliff,Ontario,P0M1N0,227318,227318,3.61,90.25,4.42,1317.16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,228725.41,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10079,2017,Corner Brook Pulp and Paper, 1 Mill Road ,Corner Brook,Newfoundland and Labrador,A2H6J4,48.95520,-57.94850,4929,322122,Newsprint Mills,Usines de papier journal,Corner Brook Pulp and Paper Ltd.,Corner Brook Pulp and Paper Ltd,121636484,,,,,,,    ,,,,53490,53490,56.11,1402.75,8.484,2528.232,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,0.008,182.4,57603.382,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10080,2017,Cory Cogeneration Station,  Box 130  ,Saskatoon,Saskatchewan,S7K3K1,52.09190,-106.84750,16289,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,ATCO Power Canada Ltd.,ATCO Power,129722195,251724175,Jim Hackett,Director Environment,4032457408,,jim.hackett@atco.com, 5302 Forand Street ,Calgary,Alberta,T3E 8B4,602032.669,602032.669,44.0077,1100.1925,15.3565,4576.237,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,607709.0985,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
